Title,Distr,TMDB Movie ID,Genre 1,Genre 2,Popularity,Runtime (minutes),Average Vote (/10),Overview,Tagline,Poster Path
Nina's Heavenly Delights,Verve,12808,Romance,Comedy,3.351,94,6.5,A feisty young woman returns to Glasgow to run her deceased father's curry house.,,/bUrL0diIFjp8dLmcuJc1yua8WJ9.jpg
Open Season,Sony ,7484,Animation,Family,24.888,86,6.1,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",All Fur One. One Fur All.,/w5Lctmkc1yah215Luxmci4djaiW.jpg
Stick It,BVI,10115,Comedy,Drama,15.882,105,6.8,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",The world of competitive gymnastics is about to be turned on its head.,/hsuZkmv2w5gSuNjDYgXCuwNa2cd.jpg
The Guardian,BVI,4643,Drama,Action,22.633,139,7.1,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",How Do You Decide Who Lives Or Who Dies?,/iFOw9bXeLM6a2WbI7T1ytF8o0Wn.jpg
The Grudge 2,UIP,1975,Horror,Thriller,29.598,102,5.5,"A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo, a mean high school prank goes horribly wrong, and strange things begin happening in a Chicago apartment building.","What Was Once Trapped, Will Now Be Unleashed",/kuNLFFg7ScTwjFrawaS9JPL52Ya.jpg
The Last Kiss,Momentum,7511,Comedy,Drama,8.349,115,6.0,"Michael has a great job, has his 4 best friends, and is in love with a beautiful girl at 30. He loves Jenna but his life seems predictable until someone else enters his life. It seems that everybody's having relationship problems.",We all make choices. What's yours?,/9NVvNUQ0OkaRmvTss0IxbhdErIe.jpg
Marie Antoinette,Sony ,1887,Drama,History,22.788,123,6.6,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",Rumor. Scandal. Fame. Revolution.,/cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg
Brothers of the Head,Tartan,16429,Music,Drama,2.804,93,5.9,"In the 1970s a music promoter plucks Siamese twins from obscurity and grooms them into a freakish rock'n'roll act. A dark tale of sex, strangeness and rock music.",,/7YnQYxb9IiC5n4jmXDsEERLRH7d.jpg
Saw III,Lions Gate UK,214,Horror,Thriller,59.856,114,6.4,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",Suffering? You Haven't Seen Anything Yet...,/dfl7ti4ataetiyoOg3SI0FA9KeP.jpg
Step Up,UIP,9762,Music,Drama,40.047,104,6.9,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts",Every Second Chance Begins With a First Step,/9Y2i54Etpx7JvCxj6D8P3VAH152.jpg
The History Boys,20th Fox,8618,Comedy,Drama,8.317,109,6.7,"The story of an unruly class of bright, funny history students at a Yorkshire grammar school in pursuit of an undergraduate place at Oxford or Cambridge. Bounced between their maverick English master, a young and shrewd teacher hired to up their test scores, a grossly out-numbered history teacher, and a headmaster obsessed with results, the boys attempt to pass.",History. It's just one bloody thing after another.,/aKoXVqoiFJcimq3VPjkDgg7Bj87.jpg
A Good Year,20th Fox,9726,Comedy,Drama,14.749,117,6.7,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",Everything matures... eventually.,/2l8mPJeeztsGfq4ykW05dHZOR21.jpg
Red Road,Verve,11705,Drama,Thriller,8.376,113,6.4,"Jackie is a CCTV operator. Each day, she watches over a small part of the world, protecting the people living their lives under her gaze. One day, a man shows his face on her monitor, a man she thought she would never see again, a man she hoped never to see again. Now she has no choice and is compelled to confront him.",,/oPD6EYOy9aGuRlvmXS3eXmASvE3.jpg
Snuff-Movie,Lions Gate,22619,Horror,Thriller,3.474,92,4.3,Boris Arkadin is a horror film maker. His pregnant wife was brutally murdered by a Manson-like gang of hippy psychopaths during the 1960s. He becomes a virtual recluse - until years later he directs his own snuff inspired movies. He invites actors to take part in an audition at his country manor house - blurring the lines of what is real and what is fiction. Written by Alex L (IMDB),,/nH4u0wP3R9t3G3hH4KFaGEErS4U.jpg
Mischief Night,Verve,228676,Horror,Drama,7.207,87,5.0,"Young Emily Walton, who has suffered from psychosomatic blindness ever since the car accident that took her mother's life, must summon every instinct at her disposal to protect herself and her loved ones from a mysterious intruder.",The Lucky Ones Die First.,/3Rhwy4Wp79OzgOdUyhz5IHIDzto.jpg
The Prestige,Warner Bros,1124,Drama,Mystery,36.658,130,8.2,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Are You Watching Closely?,/bdN3gXuIZYaJP7ftKK2sU0nPtEA.jpg
Casino Royale,Sony ,36557,Adventure,Action,55.324,144,7.5,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",Everyone has a past. Every legend has a beginning.,/ta2BX3THwYXytWuVVozaT0NsMM8.jpg
A Tiger's Tale,BVI,86547,Comedy,Drama,1.352,97,4.7,A young man falls for his girlfriend's mother.,,/6niQRbScrDDlDr6TpDfDGV64kRF.jpg
Hollywoodland,BVI,1249,Thriller,Crime,11.274,126,6.1,"The complicated life and controversial suicide of George Reeves is investigated by a fictional private detective who finds that there are reasons to suspect that Reeves may not have killed himself after all. The detective also finds that there is a little of George Reeves in himself, and maybe, each of us.",Living in Hollywood can make you famous. Dying in Hollywood can make you a legend.,/fhLRUXpVGBsDL2dMWkOwuPNzlrq.jpg
Flushed Away,UIP,11619,Adventure,Animation,31.494,85,6.2,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",Someone's Going Down,/5h0z7gFhVDgzFZOnfDMU1bcKjiG.jpg
Deck the Halls,20th Fox,9969,Comedy,Family,14.978,93,5.5,"Determined to unseat Steve Finch's reign as the town's holiday season king, Buddy Hall plasters his house with so many decorative lights that it'll be visible from space! When their wives bond, and their kids follow suit, the two men only escalate their rivalry - and their decorating.",There glows the neighborhood,/smJDzhYGhl6j9OrucsB7IkMNy82.jpg
Big Nothing,Pathe,9843,Action,Comedy,8.878,86,6.5,"A frustrated, unemployed teacher joins forces with a scammer and his girlfriend in a blackmailing scheme.",They wrote the book on how not to be criminals.,/nBqD9k5UECzHRwuc0Gt9SgkI1YN.jpg
London to Brighton,Vertigo,14823,Crime,Drama,5.111,85,6.3,It's 3:07am and two girls burst into a run down London toilet. Joanne is crying her eyes out and her clothing is ripped. Kelly's face is bruised and starting to swell. Duncan Allen lies in his bathroom bleeding to death. Duncan's son finds his father and wants answers. Derek – Kelly's pimp – needs to find Kelly or it will be him who pays.,Innocence has nowhere to hide,/gIWaX9DXgUVesbiJceitZirTyj2.jpg
Happy Feet,Warner,9836,Animation,Comedy,60.297,108,6.1,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",WARNING: May Cause Toe-Tapping.,/za41IHkj6LnkilfTzv5B2qmthKD.jpg
The Holiday,UIP,1581,Comedy,Romance,28.574,136,7.1,"Two women, one from the United States and one from the United Kingdom, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",It's Christmas Eve and we are going to go celebrate being young and being alive.,/6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg
The Covenant,Sony ,9954,Fantasy,Horror,17.93,97,5.5,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,Only the power of Hell can help them.,/4jwVlbGt3BeLr8HCbCTVa72IcWe.jpg
The Nativity Story,Entertainment,2447,Drama,History,19.982,101,6.9,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.",Her child would change the world.,/yt1rW7bqiuEWmTJrrojUNVtStKu.jpg
Eragon,20th Fox,2486,Fantasy,Action,25.189,104,5.0,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.","As darkness falls, the last dragon will choose its rider.",/mNu6QLUnKqPIjRA3pgEb5dkJye6.jpg
Déjà Vu,BVI,7551,Action,Thriller,27.557,126,6.8,"Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.","If you think it's just a feeling, go back... and look again.",/eTX6hklzFOiEVqVukNCEedZKhix.jpg
Black Christmas,Pathe,9656,Horror,Thriller,14.964,95,5.1,"An escaped maniac returns to his childhood home on Christmas Eve, which is now a sorority house, and begins to murder the sorority sisters one by one.","This holiday season, the slay ride begins.",/de7ca1V0CLkWnCySrZWgnwT2EiV.jpg
Kabul Express,Yash Raj,30244,Action,Comedy,2.661,104,5.6,"Five people - two Indian journalists, an American journalist, an Afghan guide and a Pakistani soldier who takes them all hostage - are taken on a 48-hour journey into Afghanistan in a jeep called the Kabul Express, a special and unlikely bond developing between them along the way.",,/55JOXvEqxQtB1QQPAEmzCwpXXwY.jpg
Deep Water,Pathe,619979,Drama,Romance,22.594,153,0.0,"Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.",The love story is never the whole story.,/6yRMyWwjuhKg6IU66uiZIGhaSc8.jpg
Night at the Museum,20th Fox,1593,Action,Adventure,36.421,108,6.6,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",Where History Comes To Life,/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg
It's a Boy Girl Thing,Icon,37725,Comedy,Fantasy,15.772,95,6.5,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes.",They've turned into the things they hated most... each other.,/uA4ZJdlILmIGSqBjfM4mkWvtcTt.jpg
White Noise,Entertainment,11804,Drama,Horror,12.23,101,5.6,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",The line separating the living from the dead has been crossed.,/8G5OKXjO5iQkuHAgysWRV1bUs1R.jpg
Alexander,Warner,1966,War,History,31.003,175,5.9,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",The greatest legend of all was real,/faVET7EulRCnYRwi65jnHqR2di8.jpg
The Incredibles,BVI,9806,Action,Adventure,117.183,115,7.7,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","No gut, no glory",/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg
Lemony Snicket's A Series of Unfortunate Events,UIP,11774,Adventure,Comedy,24.447,108,6.8,"Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",Mishaps. Misadventures. Mayhem. Oh Joy.,/plOQghHYeheLQMU2EEh95d4hYji.jpg
National Treasure,BVI,2059,Adventure,Action,38.534,131,6.6,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",The greatest adventure history has ever revealed.,/20MSnfTICmwvAs2YJTqcSTjwBDc.jpg
Without a Paddle,UIP,10762,Comedy,Action,14.839,95,5.5,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.","The call of the wild, the thrill of adventure. The mistake of a lifetime.",/xKzeJSBOMfPLtE5fzviroW4qIPo.jpg
The Phantom of the Opera,Entertainment,9833,Thriller,Drama,23.005,143,7.3,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love",The classic musical comes to the big screen for the first time.,/aTsp2VTaCBiGs8w05OTXfD97FRZ.jpg
The Polar Express,Warner,5255,Animation,Family,58.853,100,6.7,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",This holiday season... believe.,/zCuq1sy3xwbJJytFttp2qItqdc8.jpg
Bridget Jones: The Edge of Reason,UIP,9801,Comedy,Romance,21.703,108,6.3,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",Same Bridget. Brand new diary.,/42v82AwTnhaL1JkNcQK8PRAh46P.jpg
Blade: Trinity,Entertainment,36648,Action,Horror,43.24,123,5.9,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",The final hunt begins.,/62WdFTVWAVFnDfNci35Ik59Mwfa.jpg
Garden State,BVI,401,Comedy,Drama,13.559,102,7.1,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",,/h3iqYiGS6F3y7GxaS4AT8nFxZ2i.jpg
The Merchant of Venice,Optimum,11162,Drama,Romance,15.715,132,6.8,"Venice, 1596. Bassanio begs his friend Antonio, a prosperous merchant, to lend him a large sum of money so that he can woo Portia, a very wealthy heiress; but Antonio has invested his fortune abroad, so they turn to Shylock, a Jewish moneylender, and ask him for a loan.",,/1VEyORoLcD22oP7cTch8k7fNjw1.jpg
Ladies in Lavender,Entertainment,9528,Drama,Romance,11.823,104,6.4,"Andrea, a gifted young Polish violinist from Krakow, is bound for America when he is swept overboard by a storm. When the Widdington sisters discover the handsome stranger on the beach below their house, they nurse him back to health. However, the presence of the musically talented young man disrupts the peaceful lives of Ursula and Janet and the community in which they live.",,/wm3wG0qf1qhUj0xtgI0BarQpmbT.jpg
Enduring Love,Pathe,9391,Drama,Thriller,6.461,100,5.8,"Two strangers become dangerously close after witnessing a deadly accident.  On a beautiful cloudless day a young couple celebrate their reunion with a picnic.  Joe has planned a postcard-perfect afternoon in the English countryside with his partner, Claire.  But as Joe and Claire prepare to open a bottle of champagne, their idyll comes to an abrupt end.  A hot air balloon drifts into the field, obviously in trouble.  The pilot catches his leg in the anchor rope, while the only passenger, a boy, is too scared to jump down.  Joe and three other men rush to secure the basket.  But fate has other ideas...",Unexpected. Unpredictable. Uncontrollable. A deadly obsession takes hold.,/ogaUARGgXWmNSuh8qnFCcbqVvZL.jpg
My House in Umbria,Momentum,36730,Drama,Mystery,4.568,103,6.0,"Emily Delahunty is an eccentric British romance novelist who lives in Umbria in central Italy. One day while travelling, the train she is on is bombed by terrorists. After she wakes up in a hospital, she invites three of the other survivors of the disaster to stay at her Italian villa for recuperation. Of these are The General, a retired British Army veteran, Werner, a young German man, and Aimee, a young American girl who has now become mute after her parents were both killed in the explosion.",,/2Qa8b99kco74Kk4UNWKUHc0VX8K.jpg
My Summer of Love,Contentfilm,9709,Drama,Romance,9.828,86,6.1,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tamsin. To seal their friendship, Mona introduces Tamsin to her born-again Christian brother and helps her spy on her adulterous father. Bound together by their secrets, the two girls see their friendship deepen and enter into dangerous waters.",The most dangerous thing to want is more.,/uVYbbw5hyxaU1yxa4cOokTC1HQ8.jpg
Team America: World Police,UIP,3989,Adventure,Action,11.18,98,6.7,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",Freedom Hangs By A Thread,/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg
Vanity Fair,UIP,11632,Drama,Romance,10.886,141,5.7,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?","On September 1st, a heroine will rise.",/6GCjrrd1XIl8VSwjKo8c94LTwtd.jpg
Elektra,20th Fox,9947,Action,Fantasy,27.143,97,5.0,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",Looks can kill,/9Azi1GBNj3gPPwmQWAMcATg7JOl.jpg
Ladder 49,BVI,11128,Drama,Action,11.434,115,6.4,"Under the watchful eye of his mentor, Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. However, Jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids.",Their greatest challenge lies in rescuing one of their own,/aJWQNUUHVcI7kvlVdUzPS9J8XHt.jpg
Dear Frankie,Pathe,8981,Drama,Family,8.257,105,7.0,"Nine-year-old Frankie and his single mum Lizzie have been on the move ever since Frankie can remember, most recently arriving in a seaside Scottish town. Wanting to protect her deaf son from the truth that they've run away from his father, Lizzie has invented a story that he is away at sea on the HMS Accra. Every few weeks, Lizzie writes Frankie a make-believe letter from his father, telling of his adventures in exotic lands. As Frankie tracks the ship's progress around the globe, he discovers that it is due to dock in his hometown. With the real HMS Accra arriving in only a fortnight, Lizzie must choose between telling Frankie the truth or finding the perfect stranger to play Frankie's father for just one day...",,/5YRDvaBWBbhTKBYYc7BoOWdW01N.jpg
Meet the Fockers,UIP,693,Comedy,Romance,28.287,115,6.2,"Hard-to-crack ex-CIA man Jack Byrnes and his wife Dina head for the warmer climes of Florida to meet the parents of their son-in-law-to-be, Greg Focker. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.",Misery loves family.,/yr63jamc8NuEXUNQPX1fyjoEF2Q.jpg
Assault on Precinct 13,Entertainment,8978,Action,Crime,18.354,109,6.1,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",Unite and fight.,/cqdH1UH0RXKOjeRAwKc8MGMVOfy.jpg
Creep,Pathe,8555,Horror,Thriller,13.462,85,5.9,"Trapped in a London subway station, a woman who's being pursued by a potential attacker heads into the unknown labyrinth of tunnels beneath the city's streets",Your journey terminates here,/w5oxV6MDEfL48FMK9BmYTD2wQRm.jpg
Sideways,20th Fox,9675,Comedy,Drama,14.06,127,7.1,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",In search of wine. In search of women. In search of themselves.,/zOsaxYLgvZVU7cJBpPn8CuE0MrP.jpg
2046,Tartan,844,Fantasy,Drama,16.187,128,7.2,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,Are you still in the mood for love?,/jIN65qw0Giplo4CshzMrxz204Wn.jpg
Ocean's Twelve,Warner,163,Thriller,Crime,35.9,125,6.6,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",Twelve is the new eleven.,/pE5anFf7nf6ah7V3VRezQ1KSovi.jpg
Racing Stripes,Momentum,6439,Comedy,Family,25.703,102,5.8,"Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle.",Cheer 'til you're horse!,/epDsuf5oUdzTFYHqV2IRcyy8Rwc.jpg
The Magic Roundabout,Pathe,16455,Animation,Family,16.422,85,5.4,"A shaggy, candy-loving puppy named Dougal along with a group of friends embarks on a dangerous journey in an effort to imprison their oppressor -- the evil ice sorcerer ZeeBad (Zebedee's evil twin). As the world is placed in mortal danger Zeebad who wants to turn the world to ice. Doogal and his friends must recover 3 diamonds that are needed to stop him.",,/qUUxGu8Oxtzk2VasR99Jqy74ogK.jpg
The SpongeBob SquarePants Movie,UIP,11836,Family,Animation,79.862,87,6.9,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",Bigger. Better. More absorbent.,/6sgo6TCakeL4KFwwcJyvkZ7zhMX.jpg
Son of the Mask,Entertainment,10214,Fantasy,Comedy,42.302,94,4.2,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",Who's next?,/Adgnfhm9B8YAQmC0osuP4zO9SRc.jpg
Shall We Dance?,BVI,4380,Drama,Romance,17.897,107,6.3,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",Step out of the ordinary.,/aGIyiQv08Gw1HO5BV1yrwCWtGHC.jpg
Are We There Yet?,Sony Pictures,11637,Family,Adventure,22.639,95,5.6,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.",24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,/z7MWaPlkKGMrEjbvKOa9rXH4rPg.jpg
In Good Company,Entertainment,1901,Comedy,Drama,12.974,109,6.0,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.","He's rich, young and handsome. He's in love with you and he's your dad's boss.",/9u8MAGTAAhIdqZfhNsHcLcRNnra.jpg
Hide and Seek,20th Fox,11096,Horror,Mystery,29.5,101,6.4,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.","Come out, come out, whatever you are.",/orY4PX3TNFdCbdVwhKY32UKMvoA.jpg
Coach Carter,UIP,7214,Drama,History,46.596,136,7.5,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",It begins on the street. It ends here.,/eYfA48NXSMzt8W5Iqj6GvKKNb8L.jpg
The Life Aquatic with Steve Zissou,BVI,421,Adventure,Comedy,19.943,119,7.2,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.","The deeper you go, the weirder life gets.",/qZoFLNBC78jzboWeDH6Ha0qavF2.jpg
Hotel Rwanda,Entertainment,205,Drama,History,33.891,121,7.7,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","When the world closed its eyes, he opened his arms.",/p3pHw85UMZPegfMZBA6dZ06yarm.jpg
Boogeyman,UIP,8968,Thriller,Horror,14.413,89,5.0,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",You thought it was just a story.,/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg
Hitch,Sony Pictures,8488,Comedy,Drama,31.319,118,6.5,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",The cure for the common man.,/x3W9H3nhGQbWSlyI8Amp2F6Z6cz.jpg
9 Songs,Optimum,27,Drama,Music,25.988,70,5.6,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","2 lovers, one summer, and the 9 songs that defined them.",/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg
Robots,20th Fox,9928,Animation,Comedy,42.154,91,6.4,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",The Biggest Comedy Ever Assembled!,/bS94Dt0FKW1463UQyv78MVOw6Pf.jpg
